userName,at,score,content,sentimen
Pengguna Google,2025-04-07 18:49:36,1,bibit anehh verifikasi nya udah kayak pinjol segala pake kamera muka trs sama KTPnya  kocak aneh bgt,Negatif
Pengguna Google,2025-04-07 11:54:22,5,saya investasi PD tgl 1 April sampai sekarang blm di verifikasi oleh manajer investasi PD hal sdh tgl 7 april,Positif
Pengguna Google,2025-04-07 11:06:22,1,aku saya lupa pin  saat ingin rubah pin di suruh masukan no KTP  udah 100 kali di coba malah no KTP tidak sesuai  padahal sudah benar KTP nya  tanya solusi ke WA admin gak ada respon  intinya tidak ada solusi dalam penyelesaian masalah ,Negatif
Pengguna Google,2025-04-07 10:59:49,5,Kak tolong tambahin beli emas dong,Positif
Pengguna Google,2025-04-07 08:55:17,2,nunggu diverifikasi nya lamaa,Negatif
Pengguna Google,2025-04-07 03:13:38,5,good,Positif
Pengguna Google,2025-04-06 07:02:57,1,mau jualnya ribet pin salah GK bisa di ulang harus pakai KTP jdi malas mau nambah saldonya juga,Negatif
Pengguna Google,2025-04-06 05:56:18,3,ada apa dengan bibit sekarang Chat ke cs gagal mulu padahal ngga ada yg salah ama koneksi internet  cuma mau nanya kenapa saldo aku yg uda match penjualan saham dari tgl 26 Maret belum muncul2 smpe sekarang (06/04/25) di RDN wallet?,Netral
Pengguna Google,2025-04-06 04:22:49,5,Gue curhat di sini ajalah sekalian  toh di sini tempatnya orang² pd ngeluh  Gue jualan jajanan keliling  yg gue jual itu makanan ala cafe kaya Empanar  makaroni skotel dll  Bahan² yg gue pakai berkualitas semua  mulai dari sosis  keju  makaroni dllnya  tapi tiap jualan yang belinya bikin gue rugi  Empanar di bandrol 10ribu di tawar 7ribu  makaroni di bandrol 7ribu jadi 5ribu perak  Modal 32 500 baliknya cuma 37 000  kalau rugi terus kaya gini  ya gue udahan aja  termasuk rencana gue berinvestasi,Positif
Pengguna Google,2025-04-06 01:37:07,5,dari tanggal 2 wd sampe skrng blm masuk gila,Positif
Pengguna Google,2025-04-06 00:24:15,1,pencairan reksa dana katanya maksimal 7 hari ini udah lebih belum cair cair juga terus udah nanya cs tetep aja malah dikasih tau nya gitu kecewa berat sih dalam hal pengalaman ini,Negatif
Pengguna Google,2025-04-05 14:32:14,5,masukan agar ada invest emas dong dengan fasilitas cetak fisik thx,Positif
Pengguna Google,2025-04-05 13:37:47,1,Nyimpen Dana Darurat di produk Reksadana Pasar Uang yg ada logo pencairan Instan (logo petir)  tapi pas melakukan penjualan buat pencairan Dana karena ada kebutuhan mendesak  malah Dana nya baru bisa cair butuh 7 hari kerjaa  kaloo fiturnya ngga bisa di pake ngapain di sediain  next kalo gini terus pindahin dana ke platfrom marketplace reksadana lain  SANGAT MENGECEWAKAN,Negatif
Pengguna Google,2025-04-05 08:37:57,5,bagus,Positif
Pengguna Google,2025-04-05 07:00:46,1,sangat lama menunggu verifikasi manajer investasi dan pembelian berhasil,Negatif
Pengguna Google,2025-04-05 06:09:13,5,good,Positif
Pengguna Google,2025-04-05 04:02:17,1,setelah daftar    hp gw diteror banyak pinjoll   gimana sih ini,Negatif
Pengguna Google,2025-04-04 21:56:50,1,adit jadi bintang 1 saja  sudah berbulan2 mau aktifin akun payah  apa sengaja dipersulit biar duwitnya ga bisa keambil lagi   dari semua apak saham baru ini ada apk payah kek gini,Negatif
Pengguna Google,2025-04-04 17:37:28,1,GUA SANGAT KECEWA DENGAN KEBIJAKAN BIBIT INI PROSES NY LAMA DAN PROSES BURSA NYA TERLALU LAMAA PADAHAL LAGI BUTUH DUIT NYA ITU BUAT PEMAKAMAN ORANG MENINGGAL TETAPI GA ADA RESPON,Negatif
Pengguna Google,2025-04-04 17:37:08,5,Dari sekian jauh nya belum nemu kendala  namun sekarang menemukan kendala  dimana saya tidak bisa membuka aplikasi bibit  sudah saya uninstall dan download ulang  tetap saja tidak terbuka aplikasi bibit ini  mohon bantuannya!,Positif
Pengguna Google,2025-04-04 14:51:38,1,notif elit masalah sulit  2 jam tanpa respon cs  intruksi 13 01-13 59 hoax sama aja kyk jam biasa masih 3 hari kerja atau lebih dana baru cair dan saya belum ada kabar berita  fitur instant cair nya seenak jidad ditiadakan atau di adakan seakan-akan kami yang perlu terus buat apa sibuk ngiklan in terus-terus an sampe penuh sama notif dari bibit sudah semau-mau giliran sepi aplikasi teriak-teriak sponsor sana sini inget aplikasi anda bukan satu-satu nya jadi jangan seenak jidad kyk pemerintah,Negatif
Pengguna Google,2025-04-04 13:48:16,5,respon admin nya bagus  quick respon ,Positif
Pengguna Google,2025-04-04 00:12:35,1,agak lama buat di verifikasi managernya udah dari seminggu yang lalu gak di terima terima,Negatif
Pengguna Google,2025-04-03 13:14:53,2,susah mau login sekalinya bisa mau ferifikasi wajah malah sinyal buruk padahal bagus bagus aja,Negatif
Pengguna Google,2025-04-03 10:45:04,5,apliksi investasi bagus,Positif
Pengguna Google,2025-04-03 10:23:24,4,membantu,Positif
Pengguna Google,2025-04-03 04:19:44,5,bagus,Positif
Pengguna Google,2025-04-03 03:35:35,3,udh upgrade biar pencairan instan ttp aja nunggu 7 hari🙄,Netral
Pengguna Google,2025-04-03 00:35:34,3,gk bisa log in,Netral
Pengguna Google,2025-04-02 14:45:50,1,Sebelum libur lebaran  saya bertanya pada CS perihal apakah pencairan instan RDPU selama libur Nyepi & Idul Fitri juga libur  Lalu CS menjawab pencairan instan tidak libur  Dan ternyata libur  kenapa hal-hal gini harus salah informasi😢 Sangat kecewa🥺,Negatif
Pengguna Google,2025-04-02 12:09:29,1,kecewa   fitur pencairan instan tiba-tiba tidak bisa  padahal sudah percaya sama ekosistem bibit   klo kayak gini orang yang menyimpan dana daruratnya direksadana yang ada fitur pencairan instan apa kabar    syarat dan ketentuan tidak ada masalah  hanya saja dari pihak kalian mengatakan fitur itu bisa digunakan kembali di tanggal 09/04/25  padahal kemarin saya coba iseng narik 100 ribu bisa dilakukan,Negatif
Pengguna Google,2025-04-02 11:52:36,4,cukup puas,Positif
Pengguna Google,2025-04-02 06:20:12,5,pengalaman baru saya di dunia investasi    dengan aplikasi bibit unggul,Positif
Pengguna Google,2025-04-02 04:01:05,1,aplikasi sangat buruk terutama  yang menangapi ketika ad yang bermasalah juga tidak dapat membantu menyelesaikan masalah dalam registrasi   aplikasi ngak guna,Negatif
Pengguna Google,2025-04-02 03:19:46,3,tidak bisa login ke tautan akun sering error,Netral
Pengguna Google,2025-04-02 02:04:55,3,aplikasi nya lumayan bagus tapi untuk pelayanan Customer Service nya di WhatsApp lama banget responnya  apalagi saya ini baru pertama kali investasi di aplikasi Bibit ini,Netral
Pengguna Google,2025-04-02 01:37:15,5,toppppl,Positif
Pengguna Google,2025-04-02 01:15:36,5,Thankyou aplikasi Bibit  mengajarkan ku untuk konsisten tabung & sisihkan mulai dari 10K lewat Reksadana (pasar uang) rajin menabung hari ini nikmati passive income di masa depan 😜🥳🙌🌟,Positif
Pengguna Google,2025-04-01 19:59:48,5,memudahkan investasi pemula,Positif
Pengguna Google,2025-04-01 16:43:04,5,bagus banget,Positif
Pengguna Google,2025-04-01 11:51:37,5,bagus fiturnya dan bisa dipakai dengan aman,Positif
Pengguna Google,2025-04-01 08:39:16,2,udah 5 hari aplikasinya gk bisa di buka  aplikasi lain aman2 aja ,Negatif
Pengguna Google,2025-04-01 01:47:51,5,bagus untuk pemula,Positif
Pengguna Google,2025-03-31 07:07:27,3,Semuanya sudah baik ,Netral
Pengguna Google,2025-03-29 20:00:12,5,bibit rekomendasi sih buat pemula seperti saya,Positif
Pengguna Google,2025-03-29 13:40:50,3,terlalu banyak notifikasi,Netral
Pengguna Google,2025-03-29 09:06:34,5,bgus apknya,Positif
Pengguna Google,2025-03-29 05:04:16,2,proses pencairan dana terlalu lama      ,Negatif
Pengguna Google,2025-03-28 21:10:49,1,Beli saham harus upgrade akun  maksa di suruh pakai bank jago / bank jago   Payah jadi gagal karena gak punya bank bca / bank jago,Negatif
Pengguna Google,2025-03-28 16:58:44,5,tingkatkan di krypto min,Positif
Pengguna Google,2025-03-28 14:33:01,5,aplikasi ini sangat berguna sekali untuk pemula  tampilannya user friendly dan mudah dipahami,Positif
Pengguna Google,2025-03-28 14:19:10,1,jual saham pasar dari 26 Maret sampe sekarang ga masuk masuk aneh katanya 2 hari kerja hadeuh estimasi malah tangal 9 parah sih,Negatif
Pengguna Google,2025-03-28 13:06:51,1,saldo yang cairin di bibit kok belum masuk?,Negatif
Pengguna Google,2025-03-28 09:23:39,2,Mau investasi tapi tidak bisa pakai Dana ,Negatif
Pengguna Google,2025-03-28 06:33:06,5,Masalah sudah di fix terimakasih,Positif
Pengguna Google,2025-03-28 05:42:39,5,bagus,Positif
Pengguna Google,2025-03-28 04:13:40,5,aplikasi nya sangat bagus,Positif
Pengguna Google,2025-03-28 02:32:47,5,bagus dan detail,Positif
Pengguna Google,2025-03-28 01:56:45,5,bagus untuk pemula,Positif
Pengguna Google,2025-03-27 22:41:44,5,sebuah terobosan yang baik untuk investasi,Positif
Pengguna Google,2025-03-27 15:54:39,1,verifikasi nya ga logis udah coba berkali² gatau mana yg salah bener bener mengecewakan pdahal udah berharap bakalan bisa buat belajar malah ngecewain mending kurangin noh verifikasinya apk lain aja ga seketat itu,Negatif
Pengguna Google,2025-03-27 14:43:19,5,Aplikasi sangat bagus,Positif
Pengguna Google,2025-03-27 13:00:11,1,saya sedikit kecewa tengah app bibit walau iya penyimpanan dan top up nya aman dan bagus namun informasi yang sangat minim sehingga saat menjual dana yang dikembalikan tidak tau di kembalikan atas siapa jadi kita hanya menunggu dan rupanya sdh ter kembali namun tanpa diketahui ada nya pemberitahuan alhasil uang yang mau di alokasikan sebagai hal urgent jadi terpakai tanpa sadar mohon perhatian nya maaf tapi saya terlanjur kecewa terimaksih saya tidak ingin berinvestasi lagi disini,Negatif
Pengguna Google,2025-03-27 09:04:26,5,bagus   sangat menolong dan membantu tuk berpikir buka usaha yang diterima rakyat dan saya sendiri   ingin punya usaha seperti yg lain,Positif
Pengguna Google,2025-03-27 08:42:09,5,mantap,Positif
Pengguna Google,2025-03-27 08:13:32,5,mantab 🙏🙏,Positif
Pengguna Google,2025-03-27 07:52:55,5,dapet profit,Positif
Pengguna Google,2025-03-27 05:26:58,5,jos,Positif
Pengguna Google,2025-03-27 03:39:18,5,tolong istilah Obligasi di syariah diganti dengan Sukuk pada Reksadana  karena berbeda antara Sukuk yang memiliki aset sebagai akad sewa atau bagi hasil dengan Obligasi yang hanya surat hutang,Positif
Pengguna Google,2025-03-27 01:47:37,1,Tadinya saya suka tetapi ada kesalahan penyajian data   CNMA deviden 4 rupiah yang akan dibagikan April nanti 2025  bukan 9 rupiah  Tetapi di sistem corporate actionya ditulis 9  9 adalah deviden 2024 yang 5 rupiah sudah dibagian di intern dibulan 11   4 rupiah nanti di april,Negatif
Pengguna Google,2025-03-26 16:34:21,5,Bibit Sudah Bagus  Kalau Bisa Penjualan Ke RDN Wallet nya tidak ada Biaya Admin nya  supaya Ber Invest Lebih Banyak Mendapatkan Keuntungan tanpa takut ada potongan Admin Ketika Melakukan Penjualan  karena di Bibit Bank Penampung Banyak Dari pihak Bank BCA  Selebihnya termasuk OKE,Positif
Pengguna Google,2025-03-26 13:31:51,5,mantap,Positif
Pengguna Google,2025-03-26 09:50:46,5,Nice app,Positif
Pengguna Google,2025-03-26 09:19:42,5,selama makai bibit aman² aja admin nya juga garcep ramah semoga bibit kedepannya berjaya selalu ⭐⭐⭐⭐⭐,Positif
Pengguna Google,2025-03-26 08:49:14,5,gimana sih caranya pakai apk ini aku belum terlalu paham coba apa ada yg bisa beri masukan atau contoh nya senior2ku,Positif
Pengguna Google,2025-03-26 08:09:37,5,sejauh ini sih masih baik menggunakan bibit,Positif
Pengguna Google,2025-03-26 06:01:19,1,Rating hasil beli dari shopee ya gini  saya lupa pin coba chat cs balesnya bot  di tunggu beberapa menit gak ada jawaban  hati resiko kehilangan uang di aplikasi ini sangat tinggi,Negatif
Pengguna Google,2025-03-26 05:31:46,2,Harus tingkat kan lagi pelayanan Biar nasabah saham dan lain2 semakin memuaskan  Contoh Deposit cepat  pembelian saham hrus di percepat  jgn diwaktu pembelian saham tgl nya 24 maret 2025 proses nya tgl 30 maret 2025 itu memperlambat  itu aja,Negatif
Pengguna Google,2025-03-26 05:06:43,5,aplikasi yg sangat mudah dipahami sy sebagai pemula dgn berbagai kemudahan untuk berinvestasi,Positif
Pengguna Google,2025-03-26 03:15:37,5,Aplikasi yang bagus👍,Positif
Pengguna Google,2025-03-26 01:30:58,5,cocok buat pemula yang ingin belajar investasi,Positif
Pengguna Google,2025-03-26 01:14:48,2,kasih bintang dua dulu baru donlout,Negatif
Pengguna Google,2025-03-25 23:40:20,5,nabung lebih gampang  uang bertumbuh ✅,Positif
Pengguna Google,2025-03-25 22:14:33,4,dua hari ini kok gak bisa diakses ya segala gagal untuk boot kenapa ya?,Positif
Pengguna Google,2025-03-25 12:18:05,1,kenapa pas saya ngejual reksa dana 95 000  yang masuk cuma 22 ribu min? butuh penjelasan ini,Negatif
Pengguna Google,2025-03-25 10:29:37,1,gak guna  jangankan buat inpestasi  buat modal usaha aja bingunung mau nyari pinjaman kemana,Negatif
Pengguna Google,2025-03-25 04:50:42,5,sangat bagus dan mudah,Positif
Pengguna Google,2025-03-24 22:53:05,5,bagus banget,Positif
Pengguna Google,2025-03-24 22:22:54,4,baru coba2 kak,Positif
Pengguna Google,2025-03-24 18:15:40,5,keren tapi kalo investasi saham agak lama mantap,Positif
Pengguna Google,2025-03-24 15:56:39,5,nice to,Positif
Pengguna Google,2025-03-24 15:31:46,5,BTW bibit ada rencana buka saham AS ga ?,Positif
Pengguna Google,2025-03-24 09:21:39,5,mantap,Positif
Pengguna Google,2025-03-24 00:07:20,5,Aplikasi investasi terpercaya buat kamu yang ingin mulai berinvestasi skala kecil menengah!,Positif
Pengguna Google,2025-03-22 14:39:36,5,GoodNess  ,Positif
Pengguna Google,2025-03-22 08:52:39,5,bagus sih  sebelum anjlok terlalu dalam gua tarik semua aja aset nya  takutnya makin werr wkwk,Positif
Pengguna Google,2025-03-21 16:05:46,1,Kalau kalian gak ganti BA (si botak) bintang ini akan selalu 1,Negatif
Pengguna Google,2025-03-21 09:04:59,5,mantap jiwa,Positif
Pengguna Google,2025-03-21 08:56:42,5,baik app nya,Positif
Pengguna Google,2025-03-21 05:53:08,1,wd sudah 7hari belum juga masuk bca,Negatif
Pengguna Google,2025-03-21 02:38:26,5,aplikasi reksadana bagus,Positif
Pengguna Google,2025-03-20 22:18:19,5,aplikasi mantap euy  buat investasi pemula Rekom bingit euy👌,Positif
Pengguna Google,2025-03-20 20:56:53,1,Kenapa bibit ga bisa dibuka ya? uang saya yang sudah saya masukan disana aman aja kah?,Negatif
Pengguna Google,2025-03-20 20:29:40,5,ok muantaps,Positif
Pengguna Google,2025-03-20 13:23:38,5,sangat baik,Positif
Pengguna Google,2025-03-20 10:10:53,1,rdn sampe kapan pemeliharaan nya  saya lagi butuh ini,Negatif
Pengguna Google,2025-03-20 05:47:20,2,saya gagal verifikasi bibit minta tolong data saya di hapus,Negatif
Pengguna Google,2025-03-20 05:25:35,5,bertumbuh wlpun sedikit2 tp terus ,Positif
Pengguna Google,2025-03-20 04:34:13,5,sangat membantu 😊,Positif
Pengguna Google,2025-03-20 04:18:37,5,sangat mudah dipahami,Positif
Pengguna Google,2025-03-20 03:29:20,5,the best,Positif
Pengguna Google,2025-03-20 01:06:56,1,boss  mau kelola obligasi kenapa rumit? tidak ada opsi WD nya? adanya cuma opsi deposit aja    ,Negatif
Pengguna Google,2025-03-20 00:42:55,5,kerennn apk bagus untuk investasi pemula,Positif
Pengguna Google,2025-03-19 21:13:33,4,belajar main saham maunya untung sih,Positif
Pengguna Google,2025-03-19 20:40:22,5,Saran dari saya tambahin untuk metode pembayaran ke Dana dong,Positif
Pengguna Google,2025-03-19 15:28:06,5,Bismillah semoga selalu Amanah,Positif
Pengguna Google,2025-03-19 07:35:58,1,baik,Negatif
Pengguna Google,2025-03-19 07:29:28,4,bagus,Positif
Pengguna Google,2025-03-19 03:35:40,4,smentara ini aman aman aja   hanya ingin memberikan saran saja kepada tim bibit jaga dengan baik kredibilitas perusahaan bibit ini agar kami para investor kecil tetap percaya untuk berinves di apk ini ,Positif
Pengguna Google,2025-03-19 03:19:17,5,mudah dipahami,Positif
Pengguna Google,2025-03-18 22:19:07,5,aplikasi ini mantap,Positif
Pengguna Google,2025-03-18 20:04:56,4,kenapa gx bisa di buka ya,Positif
Pengguna Google,2025-03-18 17:40:03,5,Pas buat nabung bulanan dan sangat bagus buat pemula investasi 💝🙏,Positif
Pengguna Google,2025-03-18 15:42:28,1,rugi asli di bibit  untung cuman berapa  deposit nunggu 3hari  dan penarikan sampai 7 hari baru masuk ke rekening,Negatif
Pengguna Google,2025-03-18 13:54:26,1,Saya baru mau coba jadi belum begitu paham dan menarik,Negatif
Pengguna Google,2025-03-18 13:44:06,1,Deposit cepet  giliran WD lama plus di potong admin,Negatif
Pengguna Google,2025-03-18 10:48:07,2,maap numpang nanya bibit dah bisa kebuka blomm        ????🤔🤫🙄😒,Negatif
Pengguna Google,2025-03-18 08:38:44,5,nice,Positif
Pengguna Google,2025-03-17 11:58:46,5,baguss,Positif
Pengguna Google,2025-03-17 09:41:50,5,oke👍,Positif
Pengguna Google,2025-03-17 09:33:26,1,Sangat buruk  Penarikan keuntungan sangat lambat masuk ke rekening tujuan  saya sudah 1 minggu penarikan   tapi gak masuk2 ke rekening bank saya  Mmg bibit2 penipu rakyat  Platform lain penarikan hanya butuh 1 mnit saja ,Negatif
Pengguna Google,2025-03-17 08:24:54,5,mudah melakukan transaksi,Positif
Pengguna Google,2025-03-17 02:38:52,5,aplikasi invest yang sangat baik untuk pemula,Positif
Pengguna Google,2025-03-16 14:37:43,3,Min di sya tidak bisa di buka aplikasi nya knapa ya  pdhl udh update,Netral
Pengguna Google,2025-03-16 13:30:33,1,PROSES WD LAMAAAA HARUS NUNGGU BERMINGGU² PADAHAL DUIT GK SEBERAPA WD AJA DI LAMAIN,Negatif
Pengguna Google,2025-03-16 11:57:32,1,Aplikasi gajelassss CS nya juga gajelas,Negatif
Pengguna Google,2025-03-16 04:03:33,1,verifikasi nya lama banget udh gitu cuman reksadana doang klo mau maen saham harus ngisi data pribadi,Negatif
Pengguna Google,2025-03-15 03:05:17,5,good,Positif
Pengguna Google,2025-03-14 21:25:07,5,Aplikasinya bagus  namun sudah saatnya bibit menambah list produk reksadananya  pilihan produk yang ada sekarang jauh lebih sedikit dibandingkan kompetitor lainnya ,Positif
Pengguna Google,2025-03-14 16:26:20,5,Sebagai pemula  saya merasa sangat terbantu dengan Bibit  Proses pendaftaran mudah  rekomendasi investasi jelas  dan bisa mulai dengan modal kecil  Aplikasinya juga user-friendly!,Positif
Pengguna Google,2025-03-13 05:12:05,5,pilihan investasi terbaik,Positif
Pengguna Google,2025-03-12 21:19:13,5,keren,Positif
Pengguna Google,2025-03-12 09:12:39,1,Apk nya memang mudah di pahami untuk para pemula ( awam )  kenapa saya ranting bintang 1 ?  karena ini soal penarikan dan pembelian sangat lama butuh waktu 3-7 hari  tidak seperti apk lain nya hanya butuh beberapa menit untuk penarikan dan pembelian  saya mohon untuk bibit semoga bisa mempercepat masalah penarikan dan pembelian,Negatif
Pengguna Google,2025-03-12 09:08:39,5,saya pemula  tapi sangat mudah difahami,Positif
Pengguna Google,2025-03-12 08:13:57,4,Potongan waktu penarikan lumayan juga ya  ,Positif
Pengguna Google,2025-03-12 06:59:47,1,Kenapa gk bs sy buka lg ini? Invest tabungan sdh byk,Negatif
Pengguna Google,2025-03-12 04:31:48,1,Saya dah coba withdraw ke bank jago yg sudah didaftarkan via bibit  trus untuk mencairkan ke rekening sayanya bagaimana  mohon penjelasannya  satu lagi koq layanan chat di aplikasi bibit off,Negatif
Pengguna Google,2025-03-12 03:12:00,1,Sampah 🚮,Negatif
Pengguna Google,2025-03-11 17:16:00,5,Kak kalau lapor spt di setiap 31 Maret di bibit lewat take report apa tinggal isi di situs Djp saja karena sudah terpotong pihak sekuritas bibit ya ?,Positif
Pengguna Google,2025-03-11 16:04:14,5,Reksa nya tambahin lagi dong pilihan nya  masa gini gini mulu,Positif
Pengguna Google,2025-03-11 11:26:58,5,tingkatkan terus agar lebih baik dan aman,Positif
Pengguna Google,2025-03-11 02:42:41,1,Terlalu ribet untuk proses verifikasinya banyak yg mau di upgred mulai dari bank jago bibit pluss dan masih menunggu waktu lama tidak recomendasi ,Negatif
Pengguna Google,2025-03-10 23:31:27,5,sangat bermanfaat🥰,Positif
Pengguna Google,2025-03-10 17:42:37,1,Rugi pakai bibit  Uang saya hilang begitu aja,Negatif
Pengguna Google,2025-03-10 09:27:43,5,Saya ciriga apk bibit di Ambil Alah Oleh Penjahat tidak bisa terfrikasi oleh bibit hurus menugga x 3  24 terus apk nya gak bisa di buka  Ada yang Anah Kata admin nya di telegram Isi data lagi harus segera investasi    katanya baru akun bibit terfrikasi tolong yg berwenang selesai masalah ini!!,Positif
Pengguna Google,2025-03-10 06:30:53,5,Investasi di bibit sangat bagus dan juga mudah produk investasinya juga lengkap tapi  untuk produk investasinya kalo bisa di tambah lagi untuk produk investasi emas dan tabungan umrah/haji untuk lebih lengkap dan bisa juga untuk menjadi tabungan di masa depan ,Positif
Pengguna Google,2025-03-10 06:04:51,5,aplikasi yg sangat membantu dalam keuangan,Positif
Pengguna Google,2025-03-10 04:29:11,5,simple but oke,Positif
Pengguna Google,2025-03-10 02:56:51,5,Baguss  sangat mudah di mengerti,Positif
Pengguna Google,2025-03-09 08:40:35,1,Pelayanan sangat amat buruk  begitu menghambat pelanggan  dan jawaban yang diberikan tidak sesuai dengan apa yang ditanyakan,Negatif
Pengguna Google,2025-03-09 02:38:10,1,pembayaran melalui ovo kok tidak ada,Negatif
